emoji,name,group,subgroup,literal,clarity,keep
🆔,ID button,Symbols,alphanum,id,,
Ⓜ️,circled M,Symbols,alphanum,metro,,
🆕,NEW button,Symbols,alphanum,new,,
🆖,NG button,Symbols,alphanum,ng,,
🅾️,O button (blood type),Symbols,alphanum,blood-type-o,,
🆗,OK button,Symbols,alphanum,ok,,
🅿️,P button,Symbols,alphanum,parking,,
🆘,SOS button,Symbols,alphanum,sos,,
🆙,UP! button,Symbols,alphanum,up,,
🆚,VS button,Symbols,alphanum,versus,,
🈁,Japanese “here” button,Symbols,alphanum,,,n
🈂️,Japanese “service charge” button,Symbols,alphanum,,,n
🈷️,Japanese “monthly amount” button,Symbols,alphanum,,,n
🈶,Japanese “not free of charge” button,Symbols,alphanum,,,n
🈯,Japanese “reserved” button,Symbols,alphanum,,,n
🉐,Japanese “bargain” button,Symbols,alphanum,,,n
🈹,Japanese “discount” button,Symbols,alphanum,,,n
🈚,Japanese “free of charge” button,Symbols,alphanum,,,n
🈲,Japanese “prohibited” button,Symbols,alphanum,,,n
🉑,Japanese “acceptable” button,Symbols,alphanum,,,n
🈸,Japanese “application” button,Symbols,alphanum,,,n
🈴,Japanese “passing grade” button,Symbols,alphanum,,,n
🈳,Japanese “vacancy” button,Symbols,alphanum,,,n
㊗️,Japanese “congratulations” button,Symbols,alphanum,,,n
㊙️,Japanese “secret” button,Symbols,alphanum,,,n
🈺,Japanese “open for business” button,Symbols,alphanum,,,n
🈵,Japanese “no vacancy” button,Symbols,alphanum,,,n
🔴,red circle,Symbols,geometric,red-circle,,
🟠,orange circle,Symbols,geometric,orange-circle,,
🟡,yellow circle,Symbols,geometric,yellow-circle,,
🟢,green circle,Symbols,geometric,green-circle,,
🔵,blue circle,Symbols,geometric,blue-circle,,
🟣,purple circle,Symbols,geometric,purple-circle,,
🟤,brown circle,Symbols,geometric,brown-circle,,
⚫,black circle,Symbols,geometric,black-circle,,
⚪,white circle,Symbols,geometric,white-circle,,
🟥,red square,Symbols,geometric,red-square,,
🟧,orange square,Symbols,geometric,orange-square,,
🟨,yellow square,Symbols,geometric,yellow-square,,
🟩,green square,Symbols,geometric,green-square,,
🟦,blue square,Symbols,geometric,blue-square,,
🟪,purple square,Symbols,geometric,purple-square,,
🟫,brown square,Symbols,geometric,brown-square,,
⬛,black large square,Symbols,geometric,black-large-square,,
⬜,white large square,Symbols,geometric,white-large-square,,
◼️,black medium square,Symbols,geometric,black-medium-square,,
◻️,white medium square,Symbols,geometric,white-medium-square,,
◾,black medium-small square,Symbols,geometric,black-medium-small-square,,
◽,white medium-small square,Symbols,geometric,white-medium-small-square,,
▪️,black small square,Symbols,geometric,black-small-square,,
▫️,white small square,Symbols,geometric,white-small-square,,
🔶,large orange diamond,Symbols,geometric,orange-large-diamond,,
🔷,large blue diamond,Symbols,geometric,blue-large-diamond,,
🔸,small orange diamond,Symbols,geometric,orange-small-diamond,,
🔹,small blue diamond,Symbols,geometric,blue-small-diamond,,
🔺,red triangle pointed up,Symbols,geometric,red-up-triangle,,
🔻,red triangle pointed down,Symbols,geometric,red-down-triangle,,
💠,diamond with a dot,Symbols,geometric,diamond-dot,,
🔘,radio button,Symbols,geometric,radio-button,,
🔳,white square button,Symbols,geometric,white-square-button,,
🔲,black square button,Symbols,geometric,black-square-button,,
🏁,chequered flag,Flags,flag,checkered-flag,,
🚩,triangular flag,Flags,flag,triangle-flag,,
🎌,crossed flags,Flags,flag,crossed-flags,,
🏴,black flag,Flags,flag,black-flag,,
🏳️,white flag,Flags,flag,white-flag,,
🏳️‍🌈,rainbow flag,Flags,flag,rainbow-flag,,
🏳️‍⚧️,transgender flag,Flags,flag,transgender-flag,,
🏴‍☠️,pirate flag,Flags,flag,pirate-flag,,
🇦🇨,flag: Ascension Island,Flags,country-flag,ascension-island,,
🇦🇩,flag: Andorra,Flags,country-flag,andorra,,
🇦🇪,flag: United Arab Emirates,Flags,country-flag,uae,,
🇦🇫,flag: Afghanistan,Flags,country-flag,afghanistan,,
🇦🇬,flag: Antigua & Barbuda,Flags,country-flag,antigua-barbuda,,
🇦🇮,flag: Anguilla,Flags,country-flag,anguilla,,
🇦🇱,flag: Albania,Flags,country-flag,albania,,
🇦🇲,flag: Armenia,Flags,country-flag,armenia,,
🇦🇴,flag: Angola,Flags,country-flag,angola,,
🇦🇶,flag: Antarctica,Flags,country-flag,antarctica,,
🇦🇷,flag: Argentina,Flags,country-flag,argentina,,
🇦🇸,flag: American Samoa,Flags,country-flag,american-samoa,,
🇦🇹,flag: Austria,Flags,country-flag,austria,,
🇦🇺,flag: Australia,Flags,country-flag,australia,,
🇦🇼,flag: Aruba,Flags,country-flag,aruba,,
🇦🇽,flag: Åland Islands,Flags,country-flag,aland-islands,,
🇦🇿,flag: Azerbaijan,Flags,country-flag,azerbaijan,,
🇧🇦,flag: Bosnia & Herzegovina,Flags,country-flag,bosnia-herzegovina,,
🇧🇧,flag: Barbados,Flags,country-flag,barbados,,
🇧🇩,flag: Bangladesh,Flags,country-flag,bangladesh,,
🇧🇪,flag: Belgium,Flags,country-flag,belgium,,
🇧🇫,flag: Burkina Faso,Flags,country-flag,burkina-faso,,
🇧🇬,flag: Bulgaria,Flags,country-flag,bulgaria,,
🇧🇭,flag: Bahrain,Flags,country-flag,bahrain,,
🇧🇮,flag: Burundi,Flags,country-flag,burundi,,
🇧🇯,flag: Benin,Flags,country-flag,benin,,
🇧🇱,flag: St. Barthélemy,Flags,country-flag,st-barthelemy,,
🇧🇲,flag: Bermuda,Flags,country-flag,bermuda,,
🇧🇳,flag: Brunei,Flags,country-flag,brunei,,
🇧🇴,flag: Bolivia,Flags,country-flag,bolivia,,
🇧🇶,flag: Caribbean Netherlands,Flags,country-flag,caribbean-netherlands,,
🇧🇷,flag: Brazil,Flags,country-flag,brazil,,
🇧🇸,flag: Bahamas,Flags,country-flag,bahamas,,
🇧🇹,flag: Bhutan,Flags,country-flag,bhutan,,
🇧🇻,flag: Bouvet Island,Flags,country-flag,bouvet-island,,
🇧🇼,flag: Botswana,Flags,country-flag,botswana,,
🇧🇾,flag: Belarus,Flags,country-flag,belarus,,
🇧🇿,flag: Belize,Flags,country-flag,belize,,
🇨🇦,flag: Canada,Flags,country-flag,canada,,
🇨🇨,flag: Cocos (Keeling) Islands,Flags,country-flag,cocos-islands,,
🇨🇩,flag: Congo - Kinshasa,Flags,country-flag,congo-kinshasa,,
🇨🇫,flag: Central African Republic,Flags,country-flag,central-african-republic,,
🇨🇬,flag: Congo - Brazzaville,Flags,country-flag,congo,,
🇨🇭,flag: Switzerland,Flags,country-flag,switzerland,,
🇨🇮,flag: Côte d’Ivoire,Flags,country-flag,cote-d-ivoire,,
🇨🇰,flag: Cook Islands,Flags,country-flag,cook-islands,,
🇨🇱,flag: Chile,Flags,country-flag,chile,,
🇨🇲,flag: Cameroon,Flags,country-flag,cameroon,,
🇨🇳,flag: China,Flags,country-flag,china,,
🇨🇴,flag: Colombia,Flags,country-flag,colombia,,
🇨🇵,flag: Clipperton Island,Flags,country-flag,clipperton-island,,
🇨🇶,flag: Sark,Flags,country-flag,sark,,
🇨🇷,flag: Costa Rica,Flags,country-flag,costa-rica,,
🇨🇺,flag: Cuba,Flags,country-flag,cuba,,
🇨🇻,flag: Cape Verde,Flags,country-flag,cape-verde,,
🇨🇼,flag: Curaçao,Flags,country-flag,curacao,,
🇨🇽,flag: Christmas Island,Flags,country-flag,christmas-island,,
🇨🇾,flag: Cyprus,Flags,country-flag,cyprus,,
🇨🇿,flag: Czechia,Flags,country-flag,czechia,,
🇩🇪,flag: Germany,Flags,country-flag,germany,,
🇩🇬,flag: Diego Garcia,Flags,country-flag,diego-garcia,,
🇩🇯,flag: Djibouti,Flags,country-flag,djibouti,,
🇩🇰,flag: Denmark,Flags,country-flag,denmark,,
🇩🇲,flag: Dominica,Flags,country-flag,dominica,,
🇩🇴,flag: Dominican Republic,Flags,country-flag,dominican-republic,,
🇩🇿,flag: Algeria,Flags,country-flag,algeria,,
🇪🇦,flag: Ceuta & Melilla,Flags,country-flag,ceuta-melilla,,
🇪🇨,flag: Ecuador,Flags,country-flag,ecuador,,
🇪🇪,flag: Estonia,Flags,country-flag,estonia,,
🇪🇬,flag: Egypt,Flags,country-flag,egypt,,
🇪🇭,flag: Western Sahara,Flags,country-flag,western-sahara,,
🇪🇷,flag: Eritrea,Flags,country-flag,eritrea,,
🇪🇸,flag: Spain,Flags,country-flag,spain,,
🇪🇹,flag: Ethiopia,Flags,country-flag,ethiopia,,
🇪🇺,flag: European Union,Flags,country-flag,european-union,,
🇫🇮,flag: Finland,Flags,country-flag,finland,,
🇫🇯,flag: Fiji,Flags,country-flag,fiji,,
🇫🇰,flag: Falkland Islands,Flags,country-flag,falkland-islands,,
🇫🇲,flag: Micronesia,Flags,country-flag,micronesia,,
🇫🇴,flag: Faroe Islands,Flags,country-flag,faroe-islands,,
🇫🇷,flag: France,Flags,country-flag,france,,
🇬🇦,flag: Gabon,Flags,country-flag,gabon,,
🇬🇧,flag: United Kingdom,Flags,country-flag,uk,,
🇬🇩,flag: Grenada,Flags,country-flag,grenada,,
🇬🇪,flag: Georgia,Flags,country-flag,georgia,,
🇬🇫,flag: French Guiana,Flags,country-flag,french-guiana,,
🇬🇬,flag: Guernsey,Flags,country-flag,guernsey,,
🇬🇭,flag: Ghana,Flags,country-flag,ghana,,
🇬🇮,flag: Gibraltar,Flags,country-flag,gibraltar,,
🇬🇱,flag: Greenland,Flags,country-flag,greenland,,
🇬🇲,flag: Gambia,Flags,country-flag,gambia,,
🇬🇳,flag: Guinea,Flags,country-flag,guinea,,
🇬🇵,flag: Guadeloupe,Flags,country-flag,guadeloupe,,
🇬🇶,flag: Equatorial Guinea,Flags,country-flag,equatorial-guinea,,
🇬🇷,flag: Greece,Flags,country-flag,greece,,
🇬🇸,flag: South Georgia & South Sandwich Islands,Flags,country-flag,south-georgia-south-sandwich-islands,,
🇬🇹,flag: Guatemala,Flags,country-flag,guatemala,,
🇬🇺,flag: Guam,Flags,country-flag,guam,,
🇬🇼,flag: Guinea-Bissau,Flags,country-flag,guinea-bissau,,
🇬🇾,flag: Guyana,Flags,country-flag,guyana,,
🇭🇰,flag: Hong Kong SAR China,Flags,country-flag,hong-kong,,
🇭🇲,flag: Heard & McDonald Islands,Flags,country-flag,heard-mcdonald-islands,,
🇭🇳,flag: Honduras,Flags,country-flag,honduras,,
🇭🇷,flag: Croatia,Flags,country-flag,croatia,,
🇭🇹,flag: Haiti,Flags,country-flag,haiti,,
🇭🇺,flag: Hungary,Flags,country-flag,hungary,,
🇮🇨,flag: Canary Islands,Flags,country-flag,canary-islands,,
🇮🇩,flag: Indonesia,Flags,country-flag,indonesia,,
🇮🇪,flag: Ireland,Flags,country-flag,ireland,,
🇮🇱,flag: Israel,Flags,country-flag,israel,,
🇮🇲,flag: Isle of Man,Flags,country-flag,isle-of-man,,
🇮🇳,flag: India,Flags,country-flag,india,,
🇮🇴,flag: British Indian Ocean Territory,Flags,country-flag,british-indian-ocean,,
🇮🇶,flag: Iraq,Flags,country-flag,iraq,,
🇮🇷,flag: Iran,Flags,country-flag,iran,,
🇮🇸,flag: Iceland,Flags,country-flag,iceland,,
🇮🇹,flag: Italy,Flags,country-flag,italy,,
🇯🇪,flag: Jersey,Flags,country-flag,jersey,,
🇯🇲,flag: Jamaica,Flags,country-flag,jamaica,,
🇯🇴,flag: Jordan,Flags,country-flag,jordan,,
🇯🇵,flag: Japan,Flags,country-flag,japan,,
🇰🇪,flag: Kenya,Flags,country-flag,kenya,,
🇰🇬,flag: Kyrgyzstan,Flags,country-flag,kyrgyzstan,,
🇰🇭,flag: Cambodia,Flags,country-flag,cambodia,,
🇰🇮,flag: Kiribati,Flags,country-flag,kiribati,,
🇰🇲,flag: Comoros,Flags,country-flag,comoros,,
🇰🇳,flag: St. Kitts & Nevis,Flags,country-flag,st-kitts-nevis,,
🇰🇵,flag: North Korea,Flags,country-flag,north-korea,,
🇰🇷,flag: South Korea,Flags,country-flag,south-korea,,
🇰🇼,flag: Kuwait,Flags,country-flag,kuwait,,
🇰🇾,flag: Cayman Islands,Flags,country-flag,cayman-islands,,
🇰🇿,flag: Kazakhstan,Flags,country-flag,kazakhstan,,
🇱🇦,flag: Laos,Flags,country-flag,laos,,
🇱🇧,flag: Lebanon,Flags,country-flag,lebanon,,
🇱🇨,flag: St. Lucia,Flags,country-flag,st-lucia,,
🇱🇮,flag: Liechtenstein,Flags,country-flag,liechtenstein,,
🇱🇰,flag: Sri Lanka,Flags,country-flag,sri-lanka,,
🇱🇷,flag: Liberia,Flags,country-flag,liberia,,
🇱🇸,flag: Lesotho,Flags,country-flag,lesotho,,
🇱🇹,flag: Lithuania,Flags,country-flag,lithuania,,
🇱🇺,flag: Luxembourg,Flags,country-flag,luxembourg,,
🇱🇻,flag: Latvia,Flags,country-flag,latvia,,
🇱🇾,flag: Libya,Flags,country-flag,libya,,
🇲🇦,flag: Morocco,Flags,country-flag,morocco,,
🇲🇨,flag: Monaco,Flags,country-flag,monaco,,
🇲🇩,flag: Moldova,Flags,country-flag,moldova,,
🇲🇪,flag: Montenegro,Flags,country-flag,montenegro,,
🇲🇫,flag: St. Martin,Flags,country-flag,st-martin,,
🇲🇬,flag: Madagascar,Flags,country-flag,madagascar,,
🇲🇭,flag: Marshall Islands,Flags,country-flag,marshall-islands,,
🇲🇰,flag: North Macedonia,Flags,country-flag,north-macedonia,,
🇲🇱,flag: Mali,Flags,country-flag,mali,,
🇲🇲,flag: Myanmar (Burma),Flags,country-flag,myanmar-burma,,
🇲🇳,flag: Mongolia,Flags,country-flag,mongolia,,
🇲🇴,flag: Macao SAR China,Flags,country-flag,macao-sar-china,,
🇲🇵,flag: Northern Mariana Islands,Flags,country-flag,northern-mariana-islands,,
🇲🇶,flag: Martinique,Flags,country-flag,martinique,,
🇲🇷,flag: Mauritania,Flags,country-flag,mauritania,,
🇲🇸,flag: Montserrat,Flags,country-flag,montserrat,,
🇲🇹,flag: Malta,Flags,country-flag,malta,,
🇲🇺,flag: Mauritius,Flags,country-flag,mauritius,,
🇲🇻,flag: Maldives,Flags,country-flag,maldives,,
🇲🇼,flag: Malawi,Flags,country-flag,malawi,,
🇲🇽,flag: Mexico,Flags,country-flag,mexico,,
🇲🇾,flag: Malaysia,Flags,country-flag,malaysia,,
🇲🇿,flag: Mozambique,Flags,country-flag,mozambique,,
🇳🇦,flag: Namibia,Flags,country-flag,namibia,,
🇳🇨,flag: New Caledonia,Flags,country-flag,new-caledonia,,
🇳🇪,flag: Niger,Flags,country-flag,niger,,
🇳🇫,flag: Norfolk Island,Flags,country-flag,norfolk-island,,
🇳🇬,flag: Nigeria,Flags,country-flag,nigeria,,
🇳🇮,flag: Nicaragua,Flags,country-flag,nicaragua,,
🇳🇱,flag: Netherlands,Flags,country-flag,netherlands,,
🇳🇴,flag: Norway,Flags,country-flag,norway,,
🇳🇵,flag: Nepal,Flags,country-flag,nepal,,
🇳🇷,flag: Nauru,Flags,country-flag,nauru,,
🇳🇺,flag: Niue,Flags,country-flag,niue,,
🇳🇿,flag: New Zealand,Flags,country-flag,new-zealand,,
🇴🇲,flag: Oman,Flags,country-flag,oman,,
🇵🇦,flag: Panama,Flags,country-flag,panama,,
🇵🇪,flag: Peru,Flags,country-flag,peru,,
🇵🇫,flag: French Polynesia,Flags,country-flag,french-polynesia,,
🇵🇬,flag: Papua New Guinea,Flags,country-flag,papua-new-guinea,,
🇵🇭,flag: Philippines,Flags,country-flag,philippines,,
🇵🇰,flag: Pakistan,Flags,country-flag,pakistan,,
🇵🇱,flag: Poland,Flags,country-flag,poland,,
🇵🇲,flag: St. Pierre & Miquelon,Flags,country-flag,st-pierre-miquelon,,
🇵🇳,flag: Pitcairn Islands,Flags,country-flag,pitcairn-islands,,
🇵🇷,flag: Puerto Rico,Flags,country-flag,puerto-rico,,
🇵🇸,flag: Palestinian Territories,Flags,country-flag,palestinian-territories,,
🇵🇹,flag: Portugal,Flags,country-flag,portugal,,
🇵🇼,flag: Palau,Flags,country-flag,palau,,
🇵🇾,flag: Paraguay,Flags,country-flag,paraguay,,
🇶🇦,flag: Qatar,Flags,country-flag,qatar,,
🇷🇪,flag: Réunion,Flags,country-flag,reunion,,
🇷🇴,flag: Romania,Flags,country-flag,romania,,
🇷🇸,flag: Serbia,Flags,country-flag,serbia,,
🇷🇺,flag: Russia,Flags,country-flag,russia,,
🇷🇼,flag: Rwanda,Flags,country-flag,rwanda,,
🇸🇦,flag: Saudi Arabia,Flags,country-flag,saudi-arabia,,
🇸🇧,flag: Solomon Islands,Flags,country-flag,solomon-islands,,
🇸🇨,flag: Seychelles,Flags,country-flag,seychelles,,
🇸🇩,flag: Sudan,Flags,country-flag,sudan,,
🇸🇪,flag: Sweden,Flags,country-flag,sweden,,
🇸🇬,flag: Singapore,Flags,country-flag,singapore,,
🇸🇭,flag: St. Helena,Flags,country-flag,st-helena,,
🇸🇮,flag: Slovenia,Flags,country-flag,slovenia,,
🇸🇯,flag: Svalbard & Jan Mayen,Flags,country-flag,svalbard-jan-mayen,,
🇸🇰,flag: Slovakia,Flags,country-flag,slovakia,,
🇸🇱,flag: Sierra Leone,Flags,country-flag,sierra-leone,,
🇸🇲,flag: San Marino,Flags,country-flag,san-marino,,
🇸🇳,flag: Senegal,Flags,country-flag,senegal,,
🇸🇴,flag: Somalia,Flags,country-flag,somalia,,
🇸🇷,flag: Suriname,Flags,country-flag,suriname,,
🇸🇸,flag: South Sudan,Flags,country-flag,south-sudan,,
🇸🇹,flag: São Tomé & Príncipe,Flags,country-flag,sao-tome-principe,,
🇸🇻,flag: El Salvador,Flags,country-flag,el-salvador,,
🇸🇽,flag: Sint Maarten,Flags,country-flag,sint-maarten,,
🇸🇾,flag: Syria,Flags,country-flag,syria,,
🇸🇿,flag: Eswatini,Flags,country-flag,eswatini,,
🇹🇦,flag: Tristan da Cunha,Flags,country-flag,tristan-da-cunha,,
🇹🇨,flag: Turks & Caicos Islands,Flags,country-flag,turks-caicos,,
🇹🇩,flag: Chad,Flags,country-flag,chad,,
🇹🇫,flag: French Southern Territories,Flags,country-flag,french-southern-territories,,
🇹🇬,flag: Togo,Flags,country-flag,togo,,
🇹🇭,flag: Thailand,Flags,country-flag,thailand,,
🇹🇯,flag: Tajikistan,Flags,country-flag,tajikistan,,
🇹🇰,flag: Tokelau,Flags,country-flag,tokelau,,
🇹🇱,flag: Timor-Leste,Flags,country-flag,timor-leste,,
🇹🇲,flag: Turkmenistan,Flags,country-flag,turkmenistan,,
🇹🇳,flag: Tunisia,Flags,country-flag,tunisia,,
🇹🇴,flag: Tonga,Flags,country-flag,tonga,,
🇹🇷,flag: Türkiye,Flags,country-flag,turkiye,,
🇹🇹,flag: Trinidad & Tobago,Flags,country-flag,trinidad-tobago,,
🇹🇻,flag: Tuvalu,Flags,country-flag,tuvalu,,
🇹🇼,flag: Taiwan,Flags,country-flag,taiwan,,
🇹🇿,flag: Tanzania,Flags,country-flag,tanzania,,
🇺🇦,flag: Ukraine,Flags,country-flag,ukraine,,
🇺🇬,flag: Uganda,Flags,country-flag,uganda,,
🇺🇲,flag: U.S. Outlying Islands,Flags,country-flag,us-outlying-islands,,
🇺🇳,flag: United Nations,Flags,country-flag,un,,
🇺🇸,flag: United States,Flags,country-flag,usa,,
🇺🇾,flag: Uruguay,Flags,country-flag,uruguay,,
🇺🇿,flag: Uzbekistan,Flags,country-flag,uzbekistan,,
🇻🇦,flag: Vatican City,Flags,country-flag,vatican,,
🇻🇨,flag: St. Vincent & Grenadines,Flags,country-flag,st-vincent-grenadines,,
🇻🇪,flag: Venezuela,Flags,country-flag,venezuela,,
